question,answer
Un mineur peut-il porter plainte ?,"Vérifié le 02 septembre 2022 - Direction de l'information légale et administrative (Premier ministre) Oui, si vous êtes mineur et avez été victime d'une infractionActe interdit par la loi et passible de sanctions pénales, vous pouvez faire une plainte simple. Vous pouvez la faire seul ou accompagné. La plainte simple permet de signaler à la justice (procureur de la République, officiers de police judiciaire) les faits dont vous avez été victime (vol ou extorsion, violences,...). Vous devez aller dans un commissariat de police ou dans une brigade de gendarmerie de votre choix. La réception de la plainte ne peut pas vous être refusée. La plainte est ensuite transmise au procureur de la République par la police ou la gendarmerie. En tant que mineur, vous n'avez pas la capacité juridiqueAptitude d'une personne (physique ou morale) à avoir des droits et des obligations et à les exercer elle-même (exemples : droit de conclure un contrat, droit d'agir en justice). De ce fait, vous ne pouvez pas introduire une action en justice. Si vous souhaitez que votre plainte donne lieu à des poursuites et obtenir une indemnisation, vous devez vous constituer partie civile. Mais, étant donné que vous êtes mineur, vous devez obligatoirement être représenté par une personne majeure. Il peut s'agir À savoir   un administrateur ad hoc est désigné par la justice, lorsque vos parents ne peuvent pas défendre vos intérêts. C'est notamment le cas si vos parents sont impliqués dans l'infraction, en cas de maltraitance par exemple. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Le procureur doit-il engager des poursuites à la suite d'une plainte ? Peut-on retirer une plainte et quelles en sont les conséquences ? Qu'est-ce qu'une main courante ?"
Le procureur doit-il engager des poursuites à la suite d'une plainte ?,"Vérifié le 09 mai 2023 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice Non. Le procureur de la RépubliqueMagistrat à la tête du parquet (ou ministère public). Il est destinataire des plaintes et signalements. Il dirige les enquêtes, décide des poursuites et veille à l'application de la loi. n'est pas obligé d'engager des poursuites suite à un dépôt de plainte. Il peut prendre une décision de classement sans suite. Il n'y a alors ni enquête, ni procès, ni mesures alternatives aux poursuites. Un avis de classement sans suite est transmis au plaignant. Il indique le motif pour lequel le procureur de la République a pris une décision de classement. Ces motifs peuvent être les suivants : À noter   Le classement sans suite n'est pas une décision définitive. Le procureur de la République peut revenir à tout moment sur sa décision et décider d'engager des poursuites. C'est le cas par exemple si la police trouve de nouveaux éléments ou identifie l'auteur des faits. Le procureur ne peut toutefois plus engager des poursuites si les faits sont prescritsExpiration d'un droit après un certain délai ou si l'auteur des faits est décédé. Face à la décision du procureur de la République de classer votre plainte, vous disposez de moyens pour qu'une suite soit donnée aux faits dont vous vous estimez victime. Vous pouvez contester le classement sans suite dans un courrier adressé au procureur général de la cour d'appel. Le courrier peut être envoyé en lettre simple ou par lettre recommandée avec accusé de réception. Le procureur général peut ordonner au procureur de la République d'engager des poursuites ou rejeter la demande. Vous pouvez également saisir le tribunal directement, en utilisant une des 3 procédures suivantes : Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que se passe-t-il après un dépôt de plainte ? Peut-on retirer une plainte et quelles en sont les conséquences ? L'avocat est-il obligatoire dans un procès pénal ?"
Peut-on retirer une plainte et quelles en sont les conséquences ?,"Vérifié le 27 juin 2023 - Direction de l'information légale et administrative (Premier ministre) Le retrait de votre plainte est toujours possible, mais il n'entraîne pas automatiquement l'arrêt des poursuites. Le procureur de la RépubliqueMagistrat à la tête du parquet (ou ministère public). Il est destinataire des plaintes et signalements. Il dirige les enquêtes, décide des poursuites et veille à l'application de la loi. est le seul à pouvoir décider de poursuivre ou non l'auteur des faits, devant le tribunal. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que se passe-t-il après un dépôt de plainte ?"
Procès pénal : qu'est-ce qu'une partie civile ?,Vérifié le 06 septembre 2023 - Direction de l'information légale et administrative (Premier ministre) Vous êtes victime d'une infractionActe interdit par la loi et passible de sanctions pénales ? Vous avez subi un préjudice ? La constitution de partie civile vous permet de demander des dommages et intérêts et/ou la restitution de vos objets volés. Elle vous ouvre la possibilité d'agir au cours de la procédure. Nous vous présentons les informations à connaître. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? L'avocat est-il obligatoire dans un procès pénal ? Un mineur peut-il porter plainte ?
Qu'est-ce que la légitime défense ?,"Vérifié le 27 septembre 2023 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice La légitime défense est l'autorisation donnée par la loi, de se défendre, de protéger quelqu'un ou un bien, lors d'une attaque. Les moyens utilisés lors de cette défense sont interdits dans une autre situation. C'est la justice qui vérifie si la riposte, utilisée pour se défendre, est un cas de légitime défense. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que faire si on est victime d'une infraction ? L'avocat est-il obligatoire dans un procès pénal ?"
Que faire si on est victime d'une infraction ?,"Vérifié le 08 septembre 2023 - Direction de l'information légale et administrative (Premier ministre) Vous êtes victime d'une infractionActe interdit par la loi et passible de sanctions pénales (vol, agression, cambriolage...) et vous vous interrogez sur les démarches que vous pouvez entreprendre ? Nous vous expliquons ce que vous pouvez faire pour que l'auteur des faits soit poursuivi et condamné et pour obtenir réparation du préjudice que vous avez subi. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que se passe-t-il après un dépôt de plainte ? Procès pénal : qu'est-ce qu'une partie civile ? Quelles sont les différences entre une contravention, un délit et un crime ? Le procureur doit-il engager des poursuites à la suite d'une plainte ? Peut-on retirer une plainte et quelles en sont les conséquences ? Justice pénale : quels sont les délais de prescription ?"
Peut-on refuser une convocation par la police ou la gendarmerie ?,"Vérifié le 28 juillet 2023 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice Non, vous ne pouvez pas la refuser. Si vous recevez une convocation par la police ou la gendarmerie, vous devez vous y rendre obligatoirement. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Qu'est-ce qu'une audition libre lors d'une enquête ? Que se passe-t-il après un dépôt de plainte ? L'avocat est-il obligatoire dans un procès pénal ? Comment bénéficier d'un avocat commis d'office ?"
Justice pénale : quels sont les délais de prescription ?,"Vérifié le 12 janvier 2024 - Direction de l'information légale et administrative (Premier ministre) Vous êtes victime d'une infractionActe interdit par la loi et passible de sanctions pénales et vous vous demandez s'il est encore temps de porter plainte ? Vous devez vous intéresser au délai de prescription de l'action publique. Si le délai de prescription est expiré, il n'est plus possible de poursuivre l'auteur d'une infraction. Le délai dépend du type d'infraction, de l'existence ou non d'une victime et de son âge au moment des faits. Nous vous présentons les informations à connaître. Choisir votre cas Accéder aux informations générales sans renseigner ma situation"
Qu'est-ce qu'une audition libre lors d'une enquête ?,"Vérifié le 01 janvier 2022 - Direction de l'information légale et administrative (Premier ministre) L'audition libre permet d'interroger une personne soupçonnée d'avoir commis une infractionActe interdit par la loi et passible de sanctions pénales sans la mettre en garde à vueMesure de privation de liberté prise à l'encontre d'un suspect lors d'une enquête judiciaire en matière pénale. On parle aussi d'audition comme suspect libre. La procédure peut être utilisée par les policiers, gendarmes ou fonctionnaires ayant des pouvoirs de police judiciaire. La personne entendue a le droit de quitter les lieux à tout moment. Dans certains cas, elle peut être assistée d'un avocat. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Un mineur peut-il faire l'objet d'une audition libre ? Peut-on refuser une convocation par la police ou la gendarmerie ? Comment l'avocat est-il rémunéré ?"
"Quelles sont les différences entre une contravention, un délit et un crime ?","Vérifié le 08 mars 2024 - Direction de l'information légale et administrative (Premier ministre), Ministère chargé de la justice Les contraventions, les délits et les crimes sont les 3 types d'infractionsActe interdit par la loi et sanctionné par une peine punies par une sanction pénale (amende, prison, etc). La principale différence se trouve au niveau de la gravité de l'acte et des sanctions encourues. La contravention est l'infraction la moins grave, le délit est l'infraction intermédiaire et le crime est l'infraction la plus grave. En fonction du type d'acte commis, les juridictions et les délais de prescriptionTemps pendant lequel une action en justice peut être introduite diffèrent. Vous avez une question ? Vous souhaitez être accompagné(e) dans vos démarches ? Que faire si on est victime d'une infraction ?"
